DISCIPLINE,COMMONNAME,LEGALNAME,ADSTREET,ADCITY,ADSTATE,ADZIP5,WEBURL,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4
GMU,SHERMAN COUNTY DEPOT MUSEUM,SHERMAN COUNTY DEPOT MUSEUM,17 N MAIN ST,STRATFORD,TX,79084,HTTP://TEXASPLAINSTRAIL.COM/PLAN-YOUR-ADVENTURE/HISTORIC-SITES-AND-CITIES/SITES/SHERMAN-COUNTY-DEPOT-MUSEUM,-102.03128,36.23179,5,6,4
GMU,TEXAS AIR MUSEUM HANGER,TEXAS AIR MUSEUM HANGER,1234 99TH ST,SAN ANTONIO,TX,78214,HTTP://WWW.TEXASAIRMUSEUM.ORG,-98.47724,29.3403,5,6,1
GMU,SCHREINER MANSION MUSEUM,SCHREINER MANSION MUSEUM,226 EARL GARRETT ST,KERRVILLE,TX,78028,HTTP://WWW.SCHREINER.EDU/MANSION/,-99.14045,30.04575,5,6,3
GMU,STANZEL MODEL AIRCRAFT MUSEUM,STANZEL MODEL AIRCRAFT MUSEUM,311 BAUMGARTEN ST,SCHULENBURG,TX,78956,HTTP://WWW.STANZELMUSEUM.ORG,-96.90194,29.67692,5,6,3
GMU,TEXAS PHARMACY MUSEUM,PHARMACY AND MEDICAL MUSEUM OF TEXAS INC,TTUHSC SCHOOL OF PHARMACY 1300 COULTER,AMARILLO,TX,79106,NA,-97.29051,29.09011,5,6,3
GMU,TEXAS RANGER HALL OF FAME AND MUSEUM,TEXAS RANGER HALL OF FAME AND MUSEUM,100 TEXAS RANGER TRL,WACO,TX,76706,HTTP://WWW.TEXASRANGER.ORG,-97.11927,31.55105,5,6,4
GMU,TEXARKANA MUSEUMS SYSTEM,TEXARKANA MUSEUMS SYSTEM,219 STATE LINE,TEXARKANA,TX,75504,HTTP://WWW.TEXARKANAMUSEUMS.ORG,-94.04315,33.42175,5,6,1
GMU,STERLING MCCALL OLD CAR MUSEM,STERLING MCCALL FAMILY FOUNDATION,4212 S STATE HIGHWAY 237,ROUND TOP,TX,78954,NA,-95.58026,29.7535,5,6,1
GMU,SPRADLEY TELEPHONE MUSEUM,SPRADLEY TELEPHONE MUSEUM,921 W 3RD ST,MC GREGOR,TX,76657,NA,-97.41291,31.43727,5,6,3
GMU,THANKS-GIVING SQUARE,THANKS-GIVING SQUARE,1627 PACIFIC AVE,DALLAS,TX,75201,HTTP://WWW.THANKSGIVING.ORG,-96.79904,32.78236,5,6,1
GMU,SHERMAN JAZZ MUSEUM,SHERMAN JAZZ MUSEUM,201 E LAMAR ST,SHERMAN,TX,75090,HTTP://WWW.SHERMANJAZZMUSEUM.COM,-96.60747,33.63621,5,6,1
GMU,STILLMAN HOUSE MUSEUM,STILLMAN HOUSE MUSEUM,1325 E WASHINGTON ST,BROWNSVILLE,TX,78520,HTTP://BROWNSVILLEHISTORY.ORG,-97.49596,25.90063,5,6,1
GMU,STATION MUSEUM OF CONTEMPORARY ART,STATION MUSEUM OF CONTEMPORARY ART,1502 ALABAMA ST,HOUSTON,TX,77004,HTTP://WWW.STATIONMUSEUM.COM,-95.37564,29.73518,5,6,1
GMU,SOUTHWEST DAIRY CENTER AND MUSEUM,SOUTHWEST DAIRY MUSEUM INC,1210 HOUSTON ST,SULPHUR SPRINGS,TX,75482,HTTPS://WWW.SOUTHWESTDAIRYFARMERS.COM/,-95.61918,33.14145,5,6,3
GMU,OS RANCH MUSEUM,O S RANCH MUSEUM,201 E MAIN ST,POST,TX,79356,NA,-101.37956,33.19071,5,6,3
GMU,PIONEER MUSEUM COMPLEX,PIONEER MUSEUM COMPLEX,312 WEST SAN ANTONIO STREET,FREDERICKSBURG,TX,78624,HTTP://PIONEERMUSEUM.NET/,-98.87587,30.27762,5,6,3
GMU,OFFSHORE ENERGY CENTER MUSEUM,OFFSHORE ENERGY CENTER MUSEUM,2002 WHARF RD,GALVESTON,TX,77550,HTTP://WWW.OCEANSTAROEC.COM,-94.79097,29.30751,5,6,3
GMU,PHILOMENA GABRIEL CONTEMPORARY,PHILOMENA GABRIEL CONTEMPORARY,3227 1/2 MILAM ST,HOUSTON,TX,77006,NA,-95.37883,29.74246,5,6,1
GMU,NORTHEAST TEXAS RURAL HERITAGE FARMSTEAD MUSEUM,NORTHEAST TEXAS RURAL HERITAGE FARMSTEAD MUSEUM,206 MOUNT PLEASANT ST,PITTSBURG,TX,75686,NA,-94.96645,32.99735,5,6,3
GMU,PIONEER WEST MUSEUM,PIONEER WEST MUSEUM,204 N MADDEN ST,SHAMROCK,TX,79079,NA,-100.24779,35.21552,5,6,4
GMU,PLANO AFRICAN AMERICAN MUSEUM,PLANO AFRICAN AMERICAN MUSEUM,900 13TH ST,PLANO,TX,75074,NA,-96.70356,33.01686,5,6,1
GMU,O'HENRY MUSEUM,FRIENDS OF THE O HENRY MUSEUM,409 E 5TH ST,AUSTIN,TX,78701,HTTP://WWW.AUSTINTEXAS.GOV,-97.7396,30.26602,5,6,1
GMU,NTX AUTOMOTIVE MUSEUM,NTX AUTOMOTIVE MUSEUM,677 W CAMPBELL RD,RICHARDSON,TX,75080,HTTP://WWW.NTXAUTOMUSEUM.COM,-96.74181,32.97799,5,6,1
GMU,PATE MUSEUM OF TRANSPORTATION,PATE MUSEUM OF TRANSPORTATION,18501 S HIGHWAY 377,CRESSON,TX,76035,NA,-97.61302,32.57116,5,6,4
GMU,REPUBLIC-RIO GRANDE MUSEUM,REPUBLIC-RIO GRANDE MUSEUM,1005 ZARAGOZA ST,LAREDO,TX,78040,NA,-99.50564,27.50205,5,6,1
GMU,SAM RAYBURN HOUSE MUSEUM,SAM RAYBURN FOUNDATION,890 W STATE HIGHWAY 56,BONHAM,TX,75418,HTTP://WWW.VISITSAMRAYBURNHOUSE.COM/INDEX.ASPX?PAGE=16,-96.17995,33.58754,5,6,3
GMU,OLD MOBEETIE TEXAS ASSOCIATION JAIL MUSEUM,OLD MOBEETIE TEXAS ASSOCIATION,OLAUGHLIN STREET,MOBEETIE,TX,79061,HTTPS://WWW.FACEBOOK.COM/OLDMOBEETIEJAILMUSEUM,-100.44631,35.52971,5,6,4
GMU,WOODEN NICKEL HISTORICAL MUSEUM,ORIGINAL WOODEN NICKEL CO.,345 AUSTIN RD,SAN ANTONIO,TX,78209,HTTP://WOODEN-NICKEL.COM,-98.46114,29.48003,5,6,2
GMU,RAILWAY MUSEUM OF SAN ANGELO,HISTORIC ORIENT-SANTA FE DEPOT INC,703 S CHADBOURNE ST,SAN ANGELO,TX,76903,HTTP://RAILWAYMUSEUMSANANGELO.HOMESTEAD.COM/,-100.43467,31.4541,5,6,4
GMU,POLK COUNTY MEMORIAL MUSEUM,POLK COUNTY MEMORIAL MUSEUM,514 W MILL ST,LIVINGSTON,TX,77351,NA,-94.93669,30.71011,5,6,3
GMU,SAINTS' ROOST MUSEUM,SAINTS ROOST,610 HARRINGTON ST,CLARENDON,TX,79226,HTTP://SAINTSROOSTMUSEUM.COM/,-100.91166,34.98788,5,6,4
GMU,MOODY MANSION AND MUSEUM,MOODY MANSION AND MUSEUM,2618 BROADWAY STREET,GALVESTON,TX,77550,HTTP://WWW.MOODYMANSION.ORG,-94.79587,29.29916,5,6,3
GMU,NIMITZ HISTORY WALK,NIMITZ HISTORY WALK,328 E MAIN ST,FREDERICKSBURG,TX,78624,NA,-98.86751,30.27177,5,6,3
GMU,MUSEUM OF THE BIG BEND,MUSEUM OF BIG BEND,HIGHWAY 90,ALPINE,TX,79830,HTTP://WWW.MUSEUMOFTHEBIGBEND.COM/,-103.65362,30.36287,5,6,3
GMU,MC KAY CLINIC MEDICAL MUSEUM,MC KAY CLINIC MEDICAL MUSEUM,110 N AVENUE E,HUMBLE,TX,77338,NA,-95.26099,29.99697,5,6,2
GMU,NATURE DISCOVERY CENTER,NATURE DISCOVERY CENTER,7112 NEWCASTLE ST,BELLAIRE,TX,77401,HTTP://WWW.NATUREDISCOVERYCENTER.ORG/,-95.45128,29.69986,5,6,2
GMU,MARFA AND PRESIDIO COUNTY MUSEUM,MARFA AND PRESIDIO COUNTY MUSEUM ASSOCIATION,110 W SAN ANTONIO ST,MARFA,TX,79843,HTTP://WWW.MARFACC.COM,-104.02291,30.31254,5,6,4
GMU,MUSEUM OF NATURAL AND ARTIFICIAL EPHEMERATA,MUSEUM OF NATURAL AND ARTIFICIAL EPHEMERATA,1808 SINGLETON AVE,AUSTIN,TX,78702,HTTP://WWW.MNAE.ORG,-97.7154,30.28006,5,6,1
GMU,MENDOZA TRAIL MUSEUM,MENDOZA TRAIL MUSEUM,HIGHWAY 67 E,MC CAMEY,TX,79752,NA,-100.92337,29.48551,5,6,4
GMU,MUSEUM OF WEIRD,MUSEUM OF WEIRD,412 E 6TH ST,AUSTIN,TX,78701,HTTP://WWW.MUSEUMOFTHEWEIRD.COM,-97.73872,30.26723,5,6,1
GMU,MEXICAN AMERICAN CULTURAL CENTER,CENTER FOR MEXICAN AMERICAN CULTURAL ARTS,600 RIVER ST,AUSTIN,TX,78701,HTTP://AUSTINTEXAS.GOV/ESBMACC,-97.66701,30.33451,5,6,1
GMU,MILAM COUNTY MUSEUM ANNEX,MILAM COUNTY MUSEUM ANNEX,101 W MAIN ST,CAMERON,TX,76520,HTTP://WWW.MILAMCOUNTY.NET,-96.97672,30.84974,5,6,3
GMU,MARKETHOUSE MUSEUM,MARKETHOUSE MUSEUM,205 S MARKET,GOLIAD,TX,77963,NA,-97.37538,28.71481,5,6,4
GMU,MAGIC LANTERN CASTLE MUSEUM,MAGIC LANTERN CASTLE MUSEUM,1419 AUSTIN HWY,SAN ANTONIO,TX,78209,HTTP://WWW.MAGICLANTERNS.ORG,-98.43609,29.49272,5,6,1
GMU,MOTORSPORTS MUSEUM,MOTORSPORTS MUSEUM,3210 PENNSYLVANIA AVE,DALLAS,TX,75210,NA,-96.74384,32.7682,5,6,1
GMU,NATIONAL MUSEUM OF THE PACIFIC WAR,NATIONAL MUSEUM OF THE PACIFIC WAR,340 E MAIN ST,FREDERICKSBURG,TX,78624,NA,-98.86751,30.27177,5,6,3
GMU,MUSEO ALAMEDA,MUSEO ALAMEDA,318 W HOUSTON ST,SAN ANTONIO,TX,78205,NA,-98.49646,29.42635,5,6,1
GMU,MCCULLOCH HOUSE MUSEUM,MCCULLOCH HOUSE MUSEUM,407 COLUMBUS AVE,WACO,TX,76701,HTTP://WWW.HISTORICWACO.ORG,-97.13313,31.55911,5,6,1
GMU,NAVASOTA BLUES ALLEY,NAVASOTA BLUES ALLEY,129 E WASHINGTON AVE,NAVASOTA,TX,77868,HTTP://WWW.NAVASOTABLUESALLEY.COM,-96.10491,30.38279,5,6,4
GMU,MEXICAN AMERICAN CENTRO,MEXICAN AMERICAN CENTRO,211 LEE ST,SAN MARCOS,TX,78666,NA,-97.93805,29.87465,5,6,1
GMU,MUSEO GUADALUPE AZTLAN,MUSEO GUADALUPE AZTLAN,3004 BAGBY ST,HOUSTON,TX,77006,NA,-95.39053,29.74181,5,6,1
GMU,NATIONAL RANCHING HERITAGE CENTER,NATIONAL RANCHING HERITAGE CENTER,3121 4TH ST,LUBBOCK,TX,79409,HTTP://WWW.COGDELLSGENERALSTORE.COM,-101.88285,33.59219,5,6,1
GMU,NEILL-COCHRAN HOUSE MUSEUM,NEILL-COCHRAN HOUSE MUSEUM,2310 SAN GABRIEL ST,AUSTIN,TX,78705,HTTP://WWW.NCHMUSEUM.ORG,-97.74833,30.28789,5,6,1
GMU,MT BLANCO FOSSIL MUSEUM,MT BLANCO FOSSIL MUSEUM,124 W MAIN ST,CROSBYTON,TX,79322,HTTP://WWW.MTBLANCO.COM,-101.23821,33.66007,5,6,4
GMU,MUSEUM OF THE GULF COAST,PORT ARTHUR HISTORICAL SOCIETY,700 PROCTER,PORT ARTHUR,TX,77640,HTTP://WWW.MUSEUMOFTHEGULFCOAST.ORG/,-93.91706,29.89622,5,6,1
GMU,MUSEUM A. W. PERRY HOMESTEAD MUSEUM,MUSEUM A W PERRY HOMESTEAD MUSEUM,1509 N PERRY RD,CARROLLTON,TX,75006,HTTP://CITYOFCARROLLTON.COM/INDEX.ASPX?PAGE=2009,-96.89304,32.94724,5,6,1
GMU,MCLEAN-ALANREED AREA MUSEUM,MCLEAN-ALANREED AREA MUSEUM,116 N MAIN ST,SHAMROCK,TX,79079,NA,-100.24904,35.21462,5,6,4
GMU,MUSEUM OF AMERICAN RAILROAD,FRISCO RAILROAD MUSEUM INC,6455 PAGE RD,FRISCO,TX,75034,HTTP://WWW.FRISCOMUSEUM.COM,-95.5183,34.01142,5,6,3
GMU,LUBBOCK LAKE LANDMARK,LUBBOCK LAKE LANDMARK,2401 LANDMARK LN,LUBBOCK,TX,79415,HTTP://WWW.DEPTS.TTU.EDU/MUSEUMTTU/LLL/INDEX.HTML,-101.88794,33.62165,5,6,4
GMU,MUSEUM OF MEASUREMENT AND TIME,MUSEUM OF MEASUREMENT AND TIME,301 N POLK ST,JEFFERSON,TX,75657,HTTP://WWW.MUSEUMOFMEASUREMENTANDTIME.ORG/,-94.34605,32.7584,5,6,4
GMU,MATAGORDA COUNTY MUSEUM,MATAGORDA COUNTY MUSEUM ASSOCIATION,2100 AVE F,BAY CITY,TX,77414,HTTP://WWW.MATAGORDACOUNTYMUSEUM.ORG,-95.97005,28.98229,5,6,3
GMU,NAVE MUSEUM,NAVE MUSEUM,306 E COMMERCIAL ST,VICTORIA,TX,77901,HTTP://NAVEMUSEUM.COM,-96.98804,28.80913,5,6,1
GMU,MOODY HOUSE MUSEUM,MOODY HOUSE MUSEUM,114 W 9TH ST,TAYLOR,TX,76574,NA,-97.40687,30.58114,5,6,3
GMU,LAKESIDE AUTO MUSEUM,LAKESIDE AUTO MUSEUM,1790 E INTERSTATE 30,ROCKWALL,TX,75087,HTTP://WWW.LAKESIDEAUTOAUCTION.NET/UNUSEDDOMAINS.HTM,-96.43619,32.92607,5,6,4
GMU,LEGENDS OF GAME BASEBALL MUSEUM,LEGENDS OF GAME BASEBALL MUSEUM,1000 BALLPARK WAY,ARLINGTON,TX,76011,NA,-97.08102,32.74991,5,6,1
GMU,LEONARD'S MUSEUM,LEONARD'S MUSEUM,200 CARROLL ST,FORT WORTH,TX,76107,NA,-97.35488,32.75743,5,6,1
GMU,HOUSTON CENTER FOR CONTEMPORARY CRAFT,HOUSTON CENTER FOR CONTEMPORARY CRAFT,4848 MAIN ST,HOUSTON,TX,77002,HTTP://WWW.CRAFTHOUSTON.ORG,-95.38577,29.73074,5,6,1
GMU,INSIDE SOUL AN AFRICAN,INSIDE SOUL AN AFRICAN,315 N GRAY ST,KILLEEN,TX,76541,NA,-97.72791,31.12024,5,6,1
GMU,LLANO COUNTY MUSEUM,LLANO COUNTY HISTORICAL SOCIETY INC,310 BESSEMER AVE,LLANO,TX,78643,HTTP://WWW.WESTERNTRAPPINGS.COM/,-98.65363,30.73212,5,6,4
GMU,JURASSIC VALLEY,JURASSIC VALLEY,1058 PARK ROAD 59,GLEN ROSE,TX,76043,NA,-97.76619,32.23042,5,6,4
GMU,LONE STAR MOTORCYCLE MUSEUM,LONE STAR MOTORCYCLE MUSEUM,36517 FM 187,UTOPIA,TX,78884,HTTP://WWW.LONESTARMOTORCYCLEMUSEUM.COM,-99.5184,29.65941,5,6,4
GMU,HOUSTON SPORTS MUSEUM,HOUSTON SPORTS MUSEUM,4001 GULF FWY,HOUSTON,TX,77003,NA,-95.34218,29.73246,5,6,1
GMU,LAKEWAY-CITY OF HERITAGE CENTER,LAKEWAY-CITY OF HERITAGE CENTER,963 LOHMANS CROSSING RD,LAKEWAY,TX,78734,HTTP://WWW.LAKEWAY-TX.GOV,-97.98311,30.36443,5,6,2
GMU,INTERNATIONAL BOWLING MUSEUM & HALL OF FAME,NATIONAL BOWLING HALL OF FAME AND MUSEUM INC,621 SIX FLAGS DR,ARLINGTON,TX,76011,HTTP://WWW.BOWLINGMUSEUM.COM,-90.19279,38.62513,4,4,4
GMU,HUMANITIES RESEARCH CENTER,HUMANITIES RESEARCH CENTER,UNIVERSITY OF TEXAS AT AUSTIN,AUSTIN,TX,78713,HTTP://WWW.HRC.UTEXAS.EDU/,-97.74077,30.28382,5,6,1
GMU,JUDD FOUNDATION,JUDD FOUNDATION,104 S HIGHLAND AVENUE,MARFA,TX,79843,HTTP://WWW.JUDDFOUNDATION.ORG,-104.02291,30.31254,5,6,4
GMU,HOLOCAUST MEMORIAL MUSEUM,HOLOCAUST MEMORIAL MUSEUM,12500 NW MILITARY HWY,SAN ANTONIO,TX,78231,NA,-98.53237,29.55174,5,6,1
GMU,LAREDO CENTER FOR ARTS,LAREDO CENTER FOR THE ARTS INC,500 SAN AGUSTIN AVE,LAREDO,TX,78040,HTTPS://WWW.LAREDOARTCENTER.ORG/,-99.50542,27.50466,5,6,1
GMU,LYNDON BAINES JOHNSON LIBRARY,LBJ MUSEUM,131 N GUADALUPE ST,SAN MARCOS,TX,78666,HTTP://WWW.LBJLIBRARY.ORG,-97.72756,30.28414,5,6,1
GMU,INNER SPACE CAVERN,INNER SPACE CAVERN,4200 S INTERSTATE 35,GEORGETOWN,TX,78626,HTTPS://INNERSPACECAVERN.COM,-97.68758,30.6059,5,6,2
GMU,INDIAN CULTURE CENTER,INDIAN CULTURE CENTER,2002 JAMESON ST,ABILENE,TX,79603,NA,-99.74533,32.48942,5,6,1
GMU,LONGHORN MUSEUM,LONGHORN MUSEUM,1959 E STATE HIGHWAY 97,PLEASANTON,TX,78064,NA,-98.46854,28.9774,5,6,4
GMU,JERSEY LILLY OLD WEST PHOTO PARLOR,JERSEY LILLY OLD WEST PHOTO PARLOR,128 E EXCHANGE AVE,FORT WORTH,TX,76164,HTTP://TEXASCOWBOYHALLOFFAME.ORG/,-97.34835,32.78865,5,6,1
GMU,JOHN NANCE GARNER MUSEUM,JOHN NANCE GARNER MUSEUM,333 N PARK ST,UVALDE,TX,78801,NA,-99.7918,29.21218,5,6,3
GMU,JOURDAN-BACHMAN PIONEER FARM,JOURDAN-BACHMAN PIONEER FARM,10621 PIONEER FARMS DRIVE,AUSTIN,TX,78754,HTTP://WWW.PIONEERFARMS.ORG/,-97.65393,30.36109,5,6,1
GMU,HOUSTON POLICE ACADEMY,HOUSTON POLICE ACADEMY,17000 ALDINE WESTFIELD RD,HOUSTON,TX,77073,NA,-95.36376,29.96553,5,6,1
GMU,KEYSTONE SQUARE MUSEUM,KEYSTONE SQUARE MUSEUM,303 S WESTERN AVE,LAMPASAS,TX,76550,NA,-98.17925,31.06563,5,6,3
GMU,INK SPOTS MUSEUM,INK SPOTS MUSEUM,117 E 20TH ST,HOUSTON,TX,77008,HTTP://WWW.INKSPOTSMUSEUM.COM,-95.39745,29.80407,5,6,1
GMU,LAYLAND MUSEUM,LAYLAND MUSEUM,201 NORTH CADDO STREET,CLEBURNE,TX,76031,NA,-97.38651,32.34878,5,6,3
GMU,LA PAZ MUSEUM-SAN YGNACIO,LA PAZ MUSEUM-SAN YGNACIO,305 LINCOLN ST,ZAPATA,TX,78076,NA,-99.42568,27.03842,5,6,4
GMU,GONZALES MEMORIAL MUSEUM,GONZALES MEMORIAL MUSEUM,414 SMITH ST,GONZALES,TX,78629,HTTP://WWW.GONZALESMEMORIALMUSEUM.COM,-97.44439,29.50401,5,6,3
GMU,FORT HOUSE MUSEUM,FORT HOUSE MUSEUM,503 S 4TH ST,WACO,TX,76706,HTTP://WWW.HISTORICWACO.ORG,-97.12696,31.55412,5,6,1
GMU,HIGHWAY PATROL MUSEUM,HIGHWAY PATROL MUSEUM,8209 LONG POINT RD,HOUSTON,TX,77055,NA,-95.49284,29.80287,5,6,1
GMU,FIELDER FOUNDATION,FIELDER FOUNDATION INC.,1616 WEST ABRAM STREET,ARLINGTON,TX,76013,NA,-97.13116,32.73493,5,6,1
GMU,GLADEWATER MUSEUM,GLADEWATER MUSEUM,116 W PACIFIC AVE,GLADEWATER,TX,75647,NA,-94.94414,32.53469,5,6,2
GMU,FORT SAM HOUSTON MUSEUM,FORT SAM HOUSTON MUSEUM,1210 STANLEY RD,SAN ANTONIO,TX,78234,HTTP://WWW.SAMHOUSTON.ARMY.MIL,-98.45795,29.45008,5,6,1
GMU,GIBBS-POWELL HOME WALKER COUNTY MUSEUM,GIBBS-POWELL HOME WALKER COUNTY MUSEUM,1228 11TH ST,HUNTSVILLE,TX,77340,NA,-95.54834,30.69339,5,6,3
GMU,FLOWER HILL MUSEUM,FLOWER HILL MUSEUM,607 PRESSLER ST,AUSTIN,TX,78703,NA,-97.75918,30.27506,5,6,1
GMU,FRENCH LEGATION MUSEUM,FRENCH LEGATION MUSEUM,802 SAN MARCOS ST,AUSTIN,TX,78702,HTTP://FRENCHLEGATIONMUSEUM.ORG/,-97.73156,30.26704,5,6,1
GMU,HEARD-CRAIG CENTER FOR ARTS,HEARD-CRAIG CENTER,205 WEST HUNT STREET,MCKINNEY,TX,75069,HTTP://HEARDCRAIG.ORG,-96.61788,33.19917,5,6,1
GMU,FORT CLARK SPRINGS OLD GUARD HOUSE,FORT CLARK HISTORICAL SOCIETY OF KINNEY COUNTY INC,FORT CLARK SPGS,BRACKETTVILLE,TX,78832,HTTP://WWW.FORTCLARK.COM/SUB_CATEGORY_LIST.ASP?CATEGORY=12&TITLE=MUSEUM,-100.42389,29.28695,5,6,4
GMU,HEART OF WEST TEXAS MUSEUM,HEART OF WEST TEXAS MUSEUM,340 E THIRD STREET,COLORADO CITY,TX,79512,NA,-100.86968,32.38995,5,6,3
GMU,GOODMAN MUSEUM,GOODMAN MUSEUM,624 N BROADWAY AVE,TYLER,TX,75702,NA,-95.30081,32.35579,5,6,1
GMU,FORT CROGHAN MUSEUM,FORT CROGHAN MUSEUM,703 BUCHANAN DR,BURNET,TX,78611,HTTP://WWW.FORTCROGHAN.ORG,-98.23802,30.75832,5,6,3
GMU,GALVESTON RAILROAD MUSEUM,GALVESTON RAILROAD MUSEUM,123 25TH ST,GALVESTON,TX,77550,HTTP://WWW.GALVESTONRRMUSEUM.COM,-94.79899,29.30562,5,6,3
GMU,FIRE MUSEUM OF TEXAS,FIRE MUSEUM OF TEXAS,400 WALNUT ST,BEAUMONT,TX,77701,HTTP://WWW.FIREMUSEUMOFTEXAS.ORG,-94.09856,30.08636,5,6,1
GMU,HALEY-HENMAN GALLLERY,HALEY-HENMAN GALLLERY,2335 HARDWICK ST,DALLAS,TX,75208,HTTP://HALEYHENMAN.COM,-96.82675,32.77163,5,6,1
GMU,HANA AND ARTHUR GINZBARG NATURE DISCOVERY CENTER,HANA AND ARTHUR GINZBARG NATURE DISCOVERY CENTER,7112 NEWCASTLE,BELLAIRE,TX,77401,HTTP://WWW.NATUREDISCOVERYCENTER.ORG,-95.45128,29.69986,5,6,2
GMU,G.H. PAPE FOUNDATION,G.H. PAPE FOUNDATION,1901 NORTH 5TH STREET,WACO,TX,76708,NA,-97.14816,31.56871,5,6,1
GMU,FREEPORT MUSEUM,FREEPORT MUSEUM,311 E PARK ST,FREEPORT,TX,77541,HTTP://WWW.FREEPORTARTMUSEUM.COM,-95.34589,28.94875,5,6,2
GMU,GEORGE WASHINGTON CARVER MUSEUM,GEORGE WASHINGTON CARVER MUSEUM,1165 ANGELINA ST,AUSTIN,TX,78702,HTTP://WWW.AUSTINTEXAS.GOV/DEPARTMENT/GEORGE-WASHINGTON-CARVER-MUSEUM-AND-CULTURAL-CENTER,-97.72444,30.27002,5,6,1
GMU,FORT DUNCAN MUSEUM,FORT DUNCAN MUSEUM,310 BLISS ST,EAGLE PASS,TX,78852,NA,-100.48583000000001,28.68945,5,6,3
GMU,GRAPEVINE VINTAGE RAILROAD,GRAPEVINE VINTAGE RAILROAD,705 S MAIN ST,GRAPEVINE,TX,76051,HTTP://GRAPEVINESTEAMRAILROAD.COM,-97.07717,32.93399,5,6,2
GMU,HALE COUNTY FARM AND RANCH MUSEUM,HALE COUNTY FARM & RANCH HISTORICAL MUSEUM,IH 27,HALE CENTER,TX,79041,NA,-102.01507,34.05251,5,6,4
GMU,FORT WORTH AIR AND SPACE MUSEUM,FORT WORTH AIR AND SPACE MUSEUM,6238 CAMP BOWIE BLVD,FORT WORTH,TX,76116,NA,-97.41641,32.7284,5,6,1
GMU,GRACE ARMANTROUT MUSEUM,GRACE ARMANTROUT MUSEUM,HIGHWAY 281 S,GEORGE WEST,TX,78022,HTTPS://WWW.FACEBOOK.COM/GRACEARMANTROUTMUSEUM,-98.08177,28.38021,5,6,4
GMU,GONE WITH WIND MUSEUM,GONE WITH WIND MUSEUM,408 TAYLOR ST,JEFFERSON,TX,75657,HTTP://WWW.SCARLETTOHARDY.COM,-94.35139,32.75517,5,6,4
GMU,HERTZBERG CIRCUS COLLECTION AND MUSEUM,HERTZBERG CIRCUS COLLECTION AND MUSEUM,210 W MARKET STREET,SAN ANTONIO,TX,78205,NA,-98.48923,29.42319,5,6,1
GMU,COL. JOSE ANTONIO ZAPATA MUSEUM,COL. JOSE ANTONIO ZAPATA MUSEUM,HWY 83 AT 6TH AVE,ZAPATA,TX,78076,NA,-99.2638,26.89859,5,6,3
GMU,DAUGHTERS OF REPUBLIC OF TEXAS LOG HOUSE MUSEUM,DAUGHTERS OF REPUBLIC OF TEXAS LOG HOUSE MUSEUM,1513 CAMBRIDGE ST,HOUSTON,TX,77030,NA,-95.39171,29.71037,5,6,1
GMU,EANES HISTORY CENTER,EANES HISTORY CENTER,204 EANES SCHOOL RD,WEST LAKE HILLS,TX,78746,HTTP://EHC.EANESISD.NET,-97.81188,30.28189,5,6,2
GMU,CLAY COUNTY 1890 JAIL MUSEUM,CLAY COUNTY 1890 JAIL MUSEUM,116 N GRAHAM ST,HENRIETTA,TX,76365,NA,-98.19726,33.81573,5,6,3
GMU,COCHRAN COUNTY MUSEUM,COCHRAN COUNTY MUSEUM,118 SW 1ST ST,MORTON,TX,79346,HTTP://WWW.CO.COCHRAN.TX.US,-102.76048,33.7243,5,6,4
GMU,CHARLES S COCK HOUSE MUSEUM,CHARLES S COCK HOUSE MUSEUM,400 W HOPKINS ST,SAN MARCOS,TX,78666,NA,-97.94589,29.88283,5,6,1
GMU,DURST TAYLOR MUSEUM,DURST TAYLOR MUSEUM,304 NORTH ST,NACOGDOCHES,TX,75961,HTTP://WWW.CI.NACOGDOCHES.TX.US/INDEX.ASPX?NID=693,-94.65505,31.60612,5,6,3
GMU,COUNTRY LIFE MUSEUM,COUNTRY LIFE MUSEUM,FM 1114,GATESVILLE,TX,76528,NA,-97.52287,31.27307,5,6,4
GMU,CENTRAL CULTURAL CENTER,OLD CENTRAL CULTURAL CENTER,2627 AVENUE M,GALVESTON,TX,77550,HTTP://GALVESTONOLDCENTRAL.COM/,-94.79562,29.30304,5,6,3
GMU,FAYETTE HERITAGE MUSEUM AND ARCHIVES,FAYETTE HERITAGE MUSEUM AND ARCHIVES,855 S JEFFERSON ST,LA GRANGE,TX,78945,HTTP://CITYOFLG.COM,-96.87154,29.89945,5,6,3
GMU,FAYETTEVILLE AREA HERITAGE MUSEUM,FAYETTEVILLE AREA HERITAGE MUSEUM,117 N WASHINGTON ST,FAYETTEVILLE,TX,78940,NA,-96.67594,29.9036,5,6,4
GMU,CONFEDERATE AIR FORCE-RGV WING,CONFEDERATE AIR FORCE-RGV WING,955 S MINNESOTA AVE,BROWNSVILLE,TX,78521,HTTP://RGVWINGCAF.COM/,-97.43258,25.90504,5,6,1
GMU,DENVER CITY MUSEUM,DENVER CITY MUSEUM,505 N AVE,DENVER CITY,TX,79323,NA,-102.82934,32.96781,5,6,3
GMU,ENNIS RAILROAD & CULTURAL MUSEUM,ENNIS RAILROAD & CULTURAL MUSEUM,105 NE MAIN ST,ENNIS,TX,75119,NA,-96.62731,32.32739,5,6,3
